,DatumFileBegin,TijdFileBegin,FileDuur,RouteOms,OorzaakGronddetail,nr_accidents,weekday
1,2016-09-20,0 days 16:42:00,8.017,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
7,2016-09-20,0 days 17:30:00,6.167,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9,2016-09-20,0 days 16:39:00,4.017,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12,2016-09-20,0 days 16:39:00,24.0,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
19,2016-09-21,0 days 16:42:00,18.033,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
26,2016-09-21,0 days 16:41:00,16.067,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
41,2016-09-19,0 days 08:01:00,54.0,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
47,2016-09-15,0 days 08:09:00,42.017,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
58,2016-09-16,0 days 16:22:00,26.967,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
73,2016-09-16,0 days 15:21:00,4.85,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
97,2016-09-08,0 days 16:19:00,13.567,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
100,2016-09-15,0 days 16:15:00,3.983,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
106,2016-09-15,0 days 07:49:00,11.017,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
107,2016-09-15,0 days 08:37:00,1.633,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
120,2016-09-19,0 days 17:03:00,24.017,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
127,2016-09-16,0 days 16:06:00,14.967,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
130,2016-09-15,0 days 15:54:00,4.933,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
142,2016-09-08,0 days 17:31:00,54.567,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
146,2016-09-16,0 days 15:45:00,19.95,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
147,2016-09-09,0 days 17:47:00,1.6,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
159,2016-09-15,0 days 09:10:00,7.933,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
167,2016-09-16,0 days 17:37:00,5.033,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
174,2016-09-16,0 days 17:33:00,22.0,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
176,2016-09-16,0 days 17:52:00,5.0,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
196,2016-09-16,0 days 18:01:00,6.967,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
220,2016-09-16,0 days 15:32:00,4.9,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
223,2016-09-15,0 days 18:41:00,0.933,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
247,2016-09-20,0 days 09:06:00,10.967,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
251,2016-09-15,0 days 07:01:00,2.883,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
268,2016-09-20,0 days 08:28:00,3.033,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
274,2016-09-15,0 days 08:50:00,3.017,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
283,2016-09-20,0 days 18:14:00,23.933,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
284,2016-09-20,0 days 16:03:00,8.867,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
299,2016-09-21,0 days 16:43:00,10.033,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
302,2016-09-01,0 days 16:21:00,30.683,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
320,2016-09-21,0 days 17:06:00,3.033,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
339,2016-09-20,0 days 08:20:00,29.017,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
348,2016-09-20,0 days 15:53:00,5.9,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
358,2016-09-15,0 days 18:02:00,4.033,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
365,2016-09-20,0 days 16:43:00,56.1,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
375,2016-09-21,0 days 16:30:00,6.017,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
418,2016-09-15,0 days 09:45:00,1.85,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
433,2016-09-01,0 days 17:22:00,14.6,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
440,2016-09-16,0 days 16:21:00,9.967,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
442,2016-09-19,0 days 16:16:00,6.95,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
455,2016-09-19,0 days 08:23:00,9.033,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
457,2016-09-19,0 days 18:05:00,0.9,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
458,2016-09-08,0 days 08:43:00,17.6,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
467,2016-09-15,0 days 08:19:00,8.95,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
478,2016-09-19,0 days 07:52:00,3.05,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
490,2016-09-16,0 days 18:16:00,7.917,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
511,2016-09-08,0 days 16:57:00,3.933,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
532,2016-09-19,0 days 08:14:00,1.95,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
542,2016-09-19,0 days 17:03:00,19.967,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
544,2016-09-19,0 days 08:14:00,5.017,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
546,2016-09-19,0 days 16:21:00,0.85,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
579,2016-09-15,0 days 17:58:00,2.067,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
580,2016-09-19,0 days 08:33:00,4.0,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
587,2016-09-15,0 days 07:25:00,20.983,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
588,2016-09-19,0 days 08:23:00,1.983,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
591,2016-09-16,0 days 18:41:00,7.867,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
632,2016-09-16,0 days 18:53:00,5.833,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
640,2016-09-19,0 days 16:10:00,7.867,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
651,2016-09-19,0 days 08:25:00,27.983,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
652,2016-09-15,0 days 16:46:00,15.617,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
653,2016-09-20,0 days 07:45:00,52.033,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
655,2016-09-15,0 days 17:46:00,23.817,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
659,2016-09-19,0 days 17:30:00,6.083,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
663,2016-09-15,0 days 08:41:00,10.017,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
689,2016-09-20,0 days 06:51:00,7.917,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
710,2016-09-19,0 days 17:41:00,8.983,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
715,2016-09-15,0 days 17:05:00,2.017,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
738,2016-09-19,0 days 17:29:00,25.017,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
745,2016-09-15,0 days 17:23:00,57.017,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
749,2016-09-20,0 days 16:46:00,89.033,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
751,2016-09-21,0 days 17:29:00,25.017,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
752,2016-09-20,0 days 17:52:00,10.05,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
754,2016-09-20,0 days 17:54:00,4.05,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
755,2016-09-21,0 days 17:24:00,11.117,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
757,2016-09-15,0 days 09:19:00,3.9,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
760,2016-09-15,0 days 08:58:00,29.917,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
782,2016-09-20,0 days 08:20:00,38.033,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
789,2016-09-20,0 days 17:32:00,13.033,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
791,2016-09-20,0 days 08:26:00,26.033,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
792,2016-09-20,0 days 17:21:00,9.2,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
807,2016-09-20,0 days 09:34:00,34.85,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
809,2016-09-20,0 days 17:23:00,3.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
825,2016-09-15,0 days 16:43:00,11.0,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
833,2016-09-20,0 days 17:28:00,5.083,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
840,2016-09-20,0 days 17:25:00,21.15,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
846,2016-09-20,0 days 07:41:00,9.017,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
850,2016-09-20,0 days 08:57:00,5.967,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
851,2016-09-01,0 days 16:51:00,5.583,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
874,2016-09-20,0 days 17:13:00,3.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
875,2016-09-20,0 days 16:47:00,6.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
899,2016-09-15,0 days 09:27:00,27.867,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
911,2016-09-20,0 days 16:09:00,28.983,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
912,2016-09-15,0 days 16:46:00,3.05,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
916,2016-09-20,0 days 09:06:00,9.017,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
917,2016-09-21,0 days 17:09:00,2.883,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
922,2016-09-21,0 days 18:09:00,42.833,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
931,2016-09-20,0 days 15:23:00,4.867,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
936,2016-09-02,0 days 16:41:00,36.55,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
938,2016-09-20,0 days 08:38:00,8.05,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
952,2016-09-01,0 days 09:23:00,2.517,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
959,2016-09-02,0 days 16:05:00,16.55,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
962,2016-09-01,0 days 17:02:00,8.6,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
963,2016-09-20,0 days 15:34:00,6.867,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
970,2016-09-20,0 days 16:35:00,5.017,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
974,2016-09-20,0 days 17:41:00,37.033,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
982,2016-09-02,0 days 17:34:00,1.617,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
986,2016-09-01,0 days 18:39:00,9.55,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1007,2016-09-16,0 days 16:31:00,8.967,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1022,2016-09-15,0 days 17:05:00,22.117,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1030,2016-09-05,0 days 17:11:00,4.567,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1038,2016-09-16,0 days 17:31:00,5.033,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1050,2016-09-16,0 days 16:47:00,2.983,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1066,2016-09-15,0 days 16:46:00,2.05,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1083,2016-09-19,0 days 08:05:00,28.05,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1090,2016-09-15,0 days 18:12:00,3.983,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1095,2016-09-21,0 days 17:06:00,3.033,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
1103,2016-09-20,0 days 18:33:00,17.9,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
1104,2016-09-20,0 days 07:24:00,2.983,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
1106,2016-09-20,0 days 07:15:00,11.983,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
1115,2016-09-21,0 days 18:07:00,1.017,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
1131,2016-09-20,0 days 16:23:00,11.983,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
1191,2016-09-15,0 days 08:50:00,21.933,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1200,2016-09-19,0 days 17:51:00,4.983,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1201,2016-09-19,0 days 07:05:00,13.933,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1202,2016-09-19,0 days 16:21:00,8.95,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1203,2016-09-16,0 days 17:48:00,29.9,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1213,2016-09-21,0 days 17:39:00,5.117,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
1229,2016-09-21,0 days 18:11:00,16.967,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
1234,2016-09-26,0 days 08:05:00,3.117,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1244,2016-09-26,0 days 08:03:00,9.117,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1274,2016-09-26,0 days 07:23:00,10.067,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1297,2016-09-23,0 days 17:09:00,14.817,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1299,2016-09-26,0 days 07:40:00,3.1,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1310,2016-09-26,0 days 08:21:00,41.617,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1312,2016-09-22,0 days 16:32:00,3.067,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1319,2016-09-26,0 days 08:54:00,3.05,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1334,2016-09-23,0 days 17:32:00,23.133,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1337,2016-09-22,0 days 16:50:00,6.083,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1352,2016-09-22,0 days 08:42:00,3.05,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1358,2016-09-26,0 days 06:44:00,0.95,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1359,2016-09-22,0 days 08:26:00,4.017,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1362,2016-09-23,0 days 18:34:00,3.267,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1378,2016-09-23,0 days 18:04:00,8.067,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1384,2016-09-23,0 days 15:53:00,0.967,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1388,2016-09-26,0 days 08:15:00,12.133,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1395,2016-09-26,0 days 08:01:00,11.117,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1420,2016-09-21,0 days 08:30:00,12.917,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
1429,2016-09-26,0 days 09:36:00,19.283,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1444,2016-09-22,0 days 17:20:00,1.15,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1451,2016-09-23,0 days 18:12:00,14.167,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1462,2016-09-26,0 days 08:47:00,35.967,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1467,2016-09-22,0 days 17:28:00,5.133,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1495,2016-09-22,0 days 17:34:00,7.183,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1499,2016-09-22,0 days 17:45:00,2.15,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1500,2016-09-22,0 days 16:15:00,1.933,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1504,2016-09-22,0 days 16:32:00,11.1,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1517,2016-09-26,0 days 08:29:00,8.05,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1520,2016-09-22,0 days 17:47:00,5.167,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1531,2016-09-23,0 days 16:43:00,28.133,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1533,2016-09-23,0 days 16:12:00,5.0,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1541,2016-09-23,0 days 16:41:00,8.1,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1551,2016-09-23,0 days 16:23:00,8.117,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1554,2016-09-23,0 days 18:11:00,42.917,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1558,2016-09-23,0 days 17:49:00,23.067,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1562,2016-09-23,0 days 17:48:00,20.0,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1576,2016-09-23,0 days 18:11:00,0.983,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1595,2016-09-23,0 days 15:55:00,7.05,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1618,2016-09-23,0 days 16:48:00,7.133,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1626,2016-09-23,0 days 18:03:00,7.983,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1627,2016-09-22,0 days 08:22:00,2.067,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1637,2016-09-23,0 days 16:47:00,41.1,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1642,2016-09-23,0 days 17:34:00,6.15,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1648,2016-09-23,0 days 17:28:00,54.033,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1656,2016-09-23,0 days 17:55:00,3.1,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1658,2016-09-23,0 days 17:34:00,0.133,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1678,2016-09-23,0 days 18:26:00,26.933,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1681,2016-09-22,0 days 08:24:00,41.933,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1682,2016-09-23,0 days 18:16:00,2.3,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1695,2016-09-22,0 days 07:56:00,39.983,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1707,2016-09-23,0 days 18:17:00,3.0,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1708,2016-09-26,0 days 08:43:00,6.083,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1721,2016-09-22,0 days 18:30:00,18.867,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1767,2016-09-21,0 days 08:39:00,5.917,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
1773,2016-09-23,0 days 15:46:00,7.967,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1785,2016-09-26,0 days 07:31:00,28.05,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1795,2016-09-26,0 days 07:59:00,42.117,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1797,2016-09-22,0 days 16:24:00,40.067,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1815,2016-09-26,0 days 07:28:00,0.983,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1818,2016-09-26,0 days 08:01:00,2.067,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1820,2016-09-23,0 days 17:24:00,23.933,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1827,2016-09-23,0 days 15:03:00,7.95,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1838,2016-09-26,0 days 07:58:00,3.1,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1840,2016-09-23,0 days 16:56:00,168.867,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1846,2016-09-26,0 days 07:28:00,28.117,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1855,2016-09-26,0 days 07:44:00,9.067,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1871,2016-09-23,0 days 17:09:00,2.133,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1874,2016-09-22,0 days 16:32:00,9.05,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1880,2016-09-23,0 days 17:04:00,1.1,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1897,2016-09-21,0 days 08:02:00,26.983,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
1899,2016-09-22,0 days 06:45:00,25.917,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1903,2016-09-23,0 days 16:53:00,64.083,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1905,2016-09-21,0 days 18:07:00,1.983,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
1911,2016-09-23,0 days 17:16:00,2.05,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
1920,2016-09-22,0 days 07:39:00,5.983,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1925,2016-09-26,0 days 08:49:00,2.033,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1938,2016-09-22,0 days 08:37:00,2.083,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1964,2016-09-22,0 days 08:33:00,13.0,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1965,2016-09-26,0 days 07:57:00,9.083,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
1982,2016-09-22,0 days 09:22:00,2.95,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
1986,2016-09-22,0 days 09:18:00,2.933,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
2009,2016-09-23,0 days 18:01:00,10.1,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
2012,2016-09-23,0 days 17:12:00,7.15,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
2013,2016-09-22,0 days 09:13:00,3.9,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
2014,2016-09-21,0 days 17:48:00,26.933,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
2018,2016-09-26,0 days 08:57:00,9.0,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
2025,2016-09-21,0 days 17:58:00,1.033,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
2046,2016-09-26,0 days 17:57:00,55.217,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
2051,2016-09-21,0 days 07:54:00,7.8,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
2057,2016-09-21,0 days 08:44:00,3.95,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
2060,2016-09-22,0 days 17:08:00,44.167,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
2068,2016-09-21,0 days 17:47:00,7.017,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
2088,2016-09-21,0 days 08:56:00,3.917,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
2091,2016-09-23,0 days 16:56:00,0.567,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
2095,2016-09-22,0 days 17:20:00,14.183,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
2104,2016-09-23,0 days 16:13:00,3.033,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
2123,2016-09-23,0 days 18:29:00,5.95,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
2137,2016-09-26,0 days 17:29:00,3.083,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
2141,2016-09-26,0 days 17:30:00,2.083,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
2147,2016-09-23,0 days 17:45:00,1.133,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
2165,2016-09-22,0 days 18:09:00,7.05,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
2169,2016-09-22,0 days 18:03:00,10.0,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
2211,2016-09-22,0 days 16:50:00,1.05,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
2222,2016-09-26,0 days 07:48:00,22.833,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
2231,2016-09-22,0 days 16:09:00,2.95,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
2250,2016-09-21,0 days 18:33:00,11.317,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
2251,2016-09-23,0 days 16:50:00,25.167,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
2259,2016-09-21,0 days 18:00:00,0.967,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
2285,2016-09-26,0 days 08:59:00,3.05,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
2297,2016-09-22,0 days 17:09:00,2.117,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
2301,2016-09-23,0 days 15:43:00,68.117,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
2324,2016-09-23,0 days 17:27:00,5.133,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
2337,2016-09-23,0 days 17:20:00,50.25,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
2344,2016-09-23,0 days 16:56:00,1.117,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
2348,2016-09-26,0 days 06:48:00,2.967,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
2358,2016-09-26,0 days 08:21:00,4.167,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
2362,2016-09-23,0 days 18:07:00,7.283,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
2369,2016-09-22,0 days 16:09:00,7.933,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
2374,2016-09-23,0 days 17:12:00,3.167,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
2387,2016-09-22,0 days 08:51:00,2.0,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
2390,2016-09-22,0 days 08:27:00,3.017,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
2415,2016-09-21,0 days 18:29:00,5.933,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
2418,2016-09-21,0 days 17:46:00,32.017,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
2424,2016-09-21,0 days 08:30:00,1.95,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
2434,2016-09-23,0 days 16:50:00,2.083,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
2444,2016-09-26,0 days 08:19:00,5.1,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
2445,2016-09-22,0 days 16:56:00,19.1,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
